,hhid,year,femaleh,hhsize,f0t6,m0t6,f7t12,m7t12,f13t15,f16t18,f19t60,m13t15,m16t18,m19t60,f61,m61,rural,posttreatment,ptreat,Primary,Junior secondary,Senior secondary,Higher,Quintile 2,Quintile 3,Quintile 4,Quintile 5,Sumatra,Java and Bali,Kalimantan,Sulawesi,%work10t12,%work13t15,%work16t18,%work10t18_x,Childlabour_x,%work10t18_y,Childlabour_y
874,190602000512.0,2005,0,2,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1,0.0,0.22427973,1,0,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0
875,190602000514.0,2005,0,4,0.25,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,1,0.0,0.37004825,0,0,0,0,0,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0
876,190602000516.0,2005,0,4,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,1,0.0,0.22805664,0,1,0,0,0,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0
877,190604000701.0,2005,0,6,0.0,0.0,0.0,0.16666667,0.0,0.16666667,0.16666667,0.33333334,0.0,0.16666667,0.0,0.0,0,0.0,0.19422887,0,0,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0
878,190604000702.0,2005,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.2852616,0,0,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0
879,190604000703.0,2005,0,3,0.0,0.0,0.33333334,0.0,0.0,0.0,0.33333334,0.0,0.0,0.33333334,0.0,0.0,0,0.0,0.24093874,0,0,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0
880,190604000705.0,2005,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.6,0.0,0.0,0,0.0,0.19160782,0,0,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0
881,190604000707.0,2005,0,4,0.0,0.25,0.0,0.25,0.0,0.0,0.25,0.25,0.0,0.25,0.0,0.0,0,0.0,0.0827322,0,0,1,0,0,0,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0
882,190604000708.0,2005,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.6,0.0,0.0,0,0.0,0.07797584,0,0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0
883,190604000710.0,2005,0,3,0.33333334,0.0,0.0,0.0,0.0,0.0,0.33333334,0.0,0.0,0.33333334,0.0,0.0,0,0.0,0.2615715,0,0,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0
884,190604000711.0,2005,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0,0.0,0.06702480000000001,0,0,1,0,0,0,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0
885,190604000712.0,2005,0,4,0.0,0.25,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0,0.0,0.3632315,0,0,0,0,0,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0
886,190604000713.0,2005,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0,0.0,0.42151564,0,0,0,0,0,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0
887,190604000715.0,2005,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.25,0.0,0.25,0.0,0.0,0,0.0,0.08618394,0,0,1,0,0,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0
888,317104000104.0,2005,0,3,0.0,0.0,0.0,0.0,0.33333334,0.0,0.33333334,0.0,0.0,0.33333334,0.0,0.0,0,0.0,0.021408612,0,0,1,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0,0.0,0
889,317104000105.0,2005,0,5,0.0,0.0,0.2,0.0,0.0,0.2,0.4,0.0,0.0,0.2,0.0,0.0,0,0.0,0.0019928317000000003,0,0,0,1,0,0,0,1,0,1,0,0,0.0,0.0,0.2,0.2,1,0.0,0
890,317104000106.0,2005,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.052877694,1,0,0,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0,0.0,0
891,317104000110.0,2005,0,6,0.16666667,0.0,0.16666667,0.0,0.0,0.16666667,0.16666667,0.16666667,0.0,0.16666667,0.0,0.0,0,0.0,0.0020760520999999997,0,0,0,1,0,0,0,1,0,1,0,0,0.0,0.0,0.16666667,0.16666667,1,0.0,0
892,317104000111.0,2005,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0,0.0,0.0018243814999999999,0,0,0,1,0,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0,0.0,0
893,317104000113.0,2005,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0,0.0,0.03447689,0,0,1,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0,0.0,0
894,317105000401.0,2005,0,4,0.0,0.0,0.25,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.0,0.0,0,0.0,0.019808073,0,0,1,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0,0.0,0
895,317105000402.0,2005,0,4,0.0,0.25,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0,0.0,0.12114421,0,1,0,0,0,0,1,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0.0,0
896,317105000404.0,2005,0,3,0.0,0.0,0.0,0.33333334,0.0,0.0,0.33333334,0.0,0.0,0.33333334,0.0,0.0,0,0.0,0.067037575,1,0,0,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0,0.2857143,1
897,317105000408.0,2005,0,4,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.5,0.0,0.0,0,0.0,0.05315509,1,0,0,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0,0.0,0
898,317105000409.0,2005,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.6666667,0.0,0.0,0.33333334,0.0,0.0,0,0.0,0.033732954,0,1,0,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0,0.0,0
899,317105000410.0,2005,0,5,0.2,0.2,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0,0.0,0.04520854,0,1,0,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0,0.0,0
900,317105000412.0,2005,0,4,0.5,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0,0.0,0.12772098,0,1,0,0,0,0,1,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0.0,0
901,317105000415.0,2005,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.16666667,0.0,0.0,0.8333333,0.0,0.0,0,0.0,0.011177811000000001,0,0,1,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0,0.0,0
902,317105000416.0,2005,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0,0.0,0.019654585,0,0,1,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0,0.0,0
903,317107000102.0,2005,1,5,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.0,0.0,0.4,0.0,0.0,0,0.0,0.14146301,0,0,0,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0,0.0,0
904,317107000103.0,2005,0,3,0.0,0.0,0.33333334,0.0,0.0,0.0,0.33333334,0.0,0.0,0.33333334,0.0,0.0,0,0.0,0.020479461,0,0,1,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0,0.0,0
905,317107000104.0,2005,0,4,0.5,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0,0.0,0.050161686,0,1,0,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0,0.0,0
906,317107000106.0,2005,0,4,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0,0.0,0.023457475,0,0,1,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0,0.0,0
907,317107000107.0,2005,0,5,0.0,0.0,0.0,0.0,0.2,0.0,0.6,0.0,0.0,0.2,0.0,0.0,0,0.0,0.028038235,0,1,0,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0,0.0,0
908,317107000109.0,2005,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.6666667,0.0,0.0,0.33333334,0.0,0.0,0,0.0,0.015447981000000001,0,0,1,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0,0.0,0
909,317107000110.0,2005,0,4,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0,0.0,0.020892719,0,0,1,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0,0.0,0
910,317107000111.0,2005,0,3,0.0,0.0,0.33333334,0.0,0.0,0.0,0.33333334,0.0,0.0,0.33333334,0.0,0.0,0,0.0,0.0029741887,0,0,0,1,0,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0,0.0,0
911,317107000113.0,2005,0,4,0.0,0.0,0.5,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0,0.0,0.019211778,0,0,1,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0,0.4,1
912,317107000116.0,2005,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.2,0.4,0.0,0.0,0,0.0,0.012353328,0,0,1,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0,0.0,0
913,317109000106.0,2005,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.33333334,0.0,0.0,0.6666667,0.0,0.0,0,0.0,0.054425787,1,0,0,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0,0.0,0
914,317109000107.0,2005,1,5,0.0,0.0,0.0,0.0,0.0,0.2,0.6,0.0,0.0,0.2,0.0,0.0,0,0.0,0.18954958,1,0,0,0,0,0,1,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0.0,0
915,317109000108.0,2005,0,4,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0,0.0,0.0030503559999999997,0,0,0,1,0,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0,0.0,0
916,317109000110.0,2005,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0,0.0,0.0028235037,0,0,0,1,0,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0,0.0,0
917,317109000114.0,2005,0,7,0.14285715,0.0,0.14285715,0.14285715,0.0,0.0,0.2857143,0.0,0.0,0.14285715,0.0,0.14285715,0,0.0,0.07354919,0,0,0,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0,0.0,0
918,317202000101.0,2005,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0,0.0,0.11405424,1,0,0,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0,0.0,0
919,317202000102.0,2005,0,4,0.0,0.25,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0,0.0,0.02247105,0,0,1,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0,0.0,0
920,317202000103.0,2005,0,5,0.0,0.0,0.4,0.0,0.0,0.2,0.2,0.0,0.0,0.2,0.0,0.0,0,0.0,0.05503373,0,0,1,0,0,0,1,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0.0,0
921,317202000104.0,2005,0,3,0.0,0.0,0.33333334,0.0,0.0,0.0,0.33333334,0.0,0.0,0.33333334,0.0,0.0,0,0.0,0.020479461,0,0,1,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0,0.0,0
922,317202000106.0,2005,0,6,0.16666667,0.0,0.0,0.0,0.16666667,0.0,0.33333334,0.0,0.16666667,0.16666667,0.0,0.0,0,0.0,0.08544636,0,1,0,0,0,0,1,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0.0,0
923,317202000107.0,2005,0,4,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0,0.0,0.020892719,0,0,1,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0,0.0,0
924,317202000108.0,2005,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.5,0.0,0.0,0,0.0,0.04948356,1,0,0,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0,0.25,1
925,317202000111.0,2005,0,4,0.25,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0,0.0,0.021602438999999998,0,0,1,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0,0.0,0
926,317202000113.0,2005,0,6,0.0,0.0,0.16666667,0.16666667,0.16666667,0.16666667,0.16666667,0.0,0.0,0.16666667,0.0,0.0,0,0.0,0.0023104872,0,0,0,1,0,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0,0.0,0
927,317202000114.0,2005,0,5,0.2,0.4,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0,0.0,0.2465618,1,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0.0,0
928,317202000115.0,2005,0,5,0.0,0.0,0.0,0.2,0.0,0.2,0.4,0.0,0.0,0.2,0.0,0.0,0,0.0,0.03475824,0,1,0,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0,0.0,0
929,317203000801.0,2005,0,5,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.0,0.4,0.0,0.0,0,0.0,0.098121524,0,1,0,0,0,0,1,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0.0,0
930,317203000806.0,2005,0,4,0.0,0.0,0.0,0.25,0.0,0.25,0.25,0.0,0.0,0.25,0.0,0.0,0,0.0,0.15445735,1,0,0,0,0,0,1,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0.0,0
931,317203000810.0,2005,0,6,0.0,0.0,0.16666667,0.0,0.0,0.0,0.16666667,0.0,0.0,0.6666667,0.0,0.0,0,0.0,0.10579075,1,0,0,0,0,0,1,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0.0,0
932,317203000811.0,2005,0,7,0.0,0.0,0.14285715,0.14285715,0.14285715,0.14285715,0.2857143,0.0,0.0,0.14285715,0.0,0.0,0,0.0,0.10891943,1,0,0,0,0,0,1,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0.0,0
933,317203000812.0,2005,0,4,0.25,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0,0.0,0.15477814,1,0,0,0,0,0,1,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0.0,0
934,317203000813.0,2005,0,5,0.2,0.0,0.2,0.2,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0,0.0,0.11285038,0,1,0,0,0,0,1,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0.0,0
935,317203000814.0,2005,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.2857143,0.14285715,0.14285715,0.2857143,0.0,0.14285715,0,0.0,0.032130107000000005,1,0,0,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0,0.0,0
936,317203000816.0,2005,0,6,0.16666667,0.0,0.0,0.16666667,0.16666667,0.0,0.16666667,0.16666667,0.0,0.16666667,0.0,0.0,0,0.0,0.1291996,1,0,0,0,0,0,1,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0.0,0
937,317205000202.0,2005,1,4,0.0,0.0,0.0,0.0,0.25,0.0,0.5,0.0,0.0,0.0,0.25,0.0,0,0.0,0.32202393,0,0,0,0,0,0,1,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0.0,0
938,317205000208.0,2005,0,5,0.0,0.2,0.2,0.2,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0,0.0,0.02096594,0,0,1,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0,0.0,0
939,317205000214.0,2005,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.6666667,0.0,0.0,0.33333334,0.0,0.0,0,0.0,0.19097559,0,0,0,0,0,0,1,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0.0,0
940,317205000215.0,2005,0,3,0.33333334,0.0,0.0,0.0,0.0,0.0,0.33333334,0.0,0.0,0.33333334,0.0,0.0,0,0.0,0.01463696,0,0,0,1,0,0,1,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0.0,0
941,317206000403.0,2005,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.6,0.0,0.0,0,0.0,0.04334401,1,0,0,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0,0.0,0
942,317206000405.0,2005,0,5,0.0,0.2,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0,0.0,0.32312688,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0.0,0
943,317206000408.0,2005,0,6,0.16666667,0.0,0.0,0.16666667,0.0,0.0,0.16666667,0.16666667,0.0,0.33333334,0.0,0.0,0,0.0,0.04697293,1,0,0,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0,0.14285715,1
944,317206000409.0,2005,0,4,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0,0.0,0.023457475,0,0,1,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0,0.0,0
945,317206000410.0,2005,0,3,0.0,0.0,0.0,0.33333334,0.0,0.0,0.33333334,0.0,0.0,0.33333334,0.0,0.0,0,0.0,0.04766937,0,1,0,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0,0.0,0
946,317206000416.0,2005,0,7,0.0,0.0,0.2857143,0.0,0.0,0.14285715,0.2857143,0.0,0.0,0.2857143,0.0,0.0,0,0.0,0.23370717,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0.0,0
947,317207000204.0,2005,0,3,0.33333334,0.0,0.0,0.0,0.0,0.0,0.33333334,0.0,0.0,0.33333334,0.0,0.0,0,0.0,0.0036174348,0,0,0,1,0,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0,0.0,0
948,317207000205.0,2005,0,5,0.2,0.2,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0,0.0,0.0031693864000000003,0,0,0,1,0,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0,0.0,0
949,317207000206.0,2005,0,3,0.33333334,0.0,0.0,0.0,0.0,0.0,0.33333334,0.0,0.0,0.33333334,0.0,0.0,0,0.0,0.023898572000000003,0,0,1,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0,0.0,0
950,317207000209.0,2005,0,3,0.33333334,0.0,0.0,0.0,0.0,0.0,0.33333334,0.0,0.0,0.33333334,0.0,0.0,0,0.0,0.069482714,1,0,0,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0,0.0,0
951,317207000210.0,2005,0,6,0.0,0.16666667,0.0,0.16666667,0.16666667,0.0,0.33333334,0.0,0.0,0.33333334,0.0,0.0,0,0.0,0.052273598,0,0,1,0,0,0,1,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0.0,0
952,317207000212.0,2005,0,4,0.0,0.5,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0,0.0,0.033379726,0,0,1,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0,0.0,0
953,317207000213.0,2005,0,4,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.25,0.0,0.0,0,0.0,0.11115211,0,1,0,0,0,0,1,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0.0,0
954,317207000214.0,2005,0,3,0.33333334,0.0,0.0,0.0,0.0,0.0,0.33333334,0.0,0.0,0.33333334,0.0,0.0,0,0.0,0.12646583,0,1,0,0,0,0,1,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0.0,0
955,317208000103.0,2005,0,3,0.0,0.33333334,0.0,0.0,0.0,0.0,0.33333334,0.0,0.0,0.33333334,0.0,0.0,0,0.0,0.07337981,0,0,1,0,0,0,1,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0.0,0
956,317208000104.0,2005,0,4,0.25,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0,0.0,0.10680901,0,0,0,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0,0.25,1
957,317208000105.0,2005,0,5,0.0,0.2,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.4,0.0,0.0,0,0.0,0.13992806,1,0,0,0,0,0,1,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0.0,0
958,317208000106.0,2005,0,4,0.0,0.25,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0,0.0,0.070642,1,0,0,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0,0.0,0
959,317208000107.0,2005,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.33333334,0.0,0.33333334,0.33333334,0.0,0.0,0,0.0,0.13898717,1,0,0,0,0,0,1,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0.0,0
960,317208000108.0,2005,0,6,0.16666667,0.0,0.0,0.33333334,0.0,0.0,0.16666667,0.0,0.16666667,0.16666667,0.0,0.0,0,0.0,0.13447846,1,0,0,0,0,0,1,0,0,1,0,0,0.0,0.0,0.16666667,0.16666667,1,0.0,0
961,317208000109.0,2005,0,4,0.25,0.0,0.5,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0,0.0,0.025612722999999997,0,0,1,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0,0.0,0
962,317208000110.0,2005,0,8,0.0,0.0,0.0,0.0,0.0,0.125,0.25,0.0,0.0,0.5,0.125,0.0,0,0.0,0.13456039,0,0,0,0,0,0,1,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0.0,0
963,317208000111.0,2005,0,6,0.0,0.33333334,0.0,0.33333334,0.0,0.0,0.16666667,0.0,0.0,0.16666667,0.0,0.0,0,0.0,0.06334303,0,0,1,0,0,0,1,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0.0,0
964,317208000113.0,2005,0,7,0.14285715,0.14285715,0.0,0.2857143,0.0,0.0,0.14285715,0.14285715,0.0,0.14285715,0.0,0.0,0,0.0,0.049589857,1,0,0,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0,0.0,0
965,317208000116.0,2005,0,4,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0,0.0,0.06305872,0,0,1,0,0,0,1,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0.0,0
966,317208000501.0,2005,0,6,0.16666667,0.0,0.0,0.0,0.16666667,0.0,0.33333334,0.0,0.0,0.33333334,0.0,0.0,0,0.0,0.043452295999999994,1,0,0,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0,0.0,0
967,317208000502.0,2005,0,6,0.0,0.0,0.16666667,0.16666667,0.16666667,0.16666667,0.16666667,0.0,0.0,0.16666667,0.0,0.0,0,0.0,0.052658338,0,0,1,0,0,0,1,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0.0,0
968,317208000506.0,2005,0,5,0.0,0.0,0.2,0.0,0.0,0.0,0.4,0.0,0.2,0.2,0.0,0.0,0,0.0,0.013532036,0,0,1,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0,0.0,0
969,317208000509.0,2005,0,4,0.0,0.25,0.25,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0,0.0,0.028821602,0,0,1,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0,0.0,0
970,317208000511.0,2005,0,4,0.0,0.0,0.5,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0,0.0,0.019211778,0,0,1,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0,0.25,1
971,317208000514.0,2005,0,8,0.25,0.0,0.375,0.125,0.0,0.0,0.125,0.0,0.125,0.125,0.0,0.0,0,0.0,0.18036409,1,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0.0,0
972,317209000503.0,2005,1,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.14355561,0,1,0,0,0,0,0,1,0,1,0,0,0.0,0.0,0.5,0.5,1,0.0,0
973,317209000505.0,2005,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.6666667,0.0,0.0,0.0,0.33333334,0.0,0,0.0,0.16580588,0,0,0,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0,0.0,0
974,317209000506.0,2005,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.5,0.0,0.0,0,0.0,0.08513311,0,0,0,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0,0.0,0
975,317209000507.0,2005,1,5,0.2,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.2,0.2,0.0,0,0.0,0.17968336,0,0,0,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0,0.0,0
976,317209000508.0,2005,0,4,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0,0.0,0.025196523999999998,0,0,1,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0,0.0,0
977,317209000509.0,2005,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.6,0.0,0.0,0,0.0,0.04334401,1,0,0,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0,0.0,0
978,317209000510.0,2005,1,6,0.16666667,0.0,0.0,0.0,0.0,0.0,0.16666667,0.16666667,0.16666667,0.16666667,0.16666667,0.0,0,0.0,0.14458805,0,0,0,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0,0.0,0
979,317209000511.0,2005,0,6,0.16666667,0.16666667,0.16666667,0.16666667,0.0,0.0,0.16666667,0.16666667,0.0,0.16666667,0.0,0.0,0,0.0,0.042387348,0,1,0,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0,0.0,0
980,317209000515.0,2005,0,5,0.0,0.0,0.2,0.0,0.2,0.2,0.2,0.0,0.0,0.2,0.0,0.0,0,0.0,0.018180234,0,0,1,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0,0.2,1
981,317209000516.0,2005,0,5,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.6,0.0,0.0,0,0.0,0.01445386,0,0,1,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0,0.0,0
